student_track_id,track_id,student_id,track_name,date_enrolled,date_completed,track_completed,days_for_completion,completion_bucket
2654,1,258844,"Data Scientist",2022-01-01,NULL,0,NULL,"Not completed"
2655,2,258854,"Data Analyst",2022-02-16,NULL,0,NULL,"Not completed"
2656,1,258857,"Data Scientist",2022-01-01,NULL,0,NULL,"Not completed"
2657,1,258862,"Data Scientist",2022-01-01,NULL,0,NULL,"Not completed"
2658,1,258865,"Data Scientist",2022-01-02,NULL,0,NULL,"Not completed"
2659,1,258869,"Data Scientist",2022-01-01,NULL,0,NULL,"Not completed"
2660,1,258878,"Data Scientist",2022-01-08,NULL,0,NULL,"Not completed"
2661,3,258879,"Business Analyst",2022-01-01,NULL,0,NULL,"Not completed"
2662,2,258886,"Data Analyst",2022-01-01,NULL,0,NULL,"Not completed"
2663,2,258889,"Data Analyst",2022-01-01,NULL,0,NULL,"Not completed"
2664,2,258893,"Data Analyst",2022-01-01,NULL,0,NULL,"Not completed"
2665,2,258899,"Data Analyst",2022-01-01,NULL,0,NULL,"Not completed"
2666,2,258900,"Data Analyst",2022-01-01,NULL,0,NULL,"Not completed"
2667,1,258901,"Data Scientist",2022-01-01,NULL,0,NULL,"Not completed"
2668,2,258901,"Data Analyst",2022-01-01,NULL,0,NULL,"Not completed"
2669,3,258901,"Business Analyst",2022-01-01,NULL,0,NULL,"Not completed"
2670,1,258903,"Data Scientist",2022-01-01,NULL,0,NULL,"Not completed"
2671,1,258905,"Data Scientist",2022-01-01,NULL,0,NULL,"Not completed"
2672,2,258906,"Data Analyst",2022-01-07,NULL,0,NULL,"Not completed"
2673,1,258907,"Data Scientist",2022-01-01,NULL,0,NULL,"Not completed"
2674,2,258911,"Data Analyst",2022-01-02,NULL,0,NULL,"Not completed"
2675,1,258913,"Data Scientist",2022-04-20,NULL,0,NULL,"Not completed"
2676,2,258913,"Data Analyst",2022-01-02,NULL,0,NULL,"Not completed"
2677,3,258913,"Business Analyst",2022-04-09,NULL,0,NULL,"Not completed"
2678,2,258919,"Data Analyst",2022-01-02,NULL,0,NULL,"Not completed"
2679,1,258922,"Data Scientist",2022-01-02,NULL,0,NULL,"Not completed"
2680,1,258924,"Data Scientist",2022-01-02,NULL,0,NULL,"Not completed"
2681,2,258924,"Data Analyst",2022-01-02,NULL,0,NULL,"Not completed"
2682,3,258924,"Business Analyst",2022-01-02,NULL,0,NULL,"Not completed"
2683,2,258925,"Data Analyst",2022-01-02,NULL,0,NULL,"Not completed"
2684,3,258926,"Business Analyst",2022-01-02,NULL,0,NULL,"Not completed"
2685,1,258928,"Data Scientist",2022-01-02,NULL,0,NULL,"Not completed"
2686,2,258928,"Data Analyst",2022-01-02,NULL,0,NULL,"Not completed"
2687,3,258928,"Business Analyst",2022-01-02,NULL,0,NULL,"Not completed"
2688,1,258930,"Data Scientist",2022-02-18,NULL,0,NULL,"Not completed"
2689,3,258939,"Business Analyst",2022-01-02,NULL,0,NULL,"Not completed"
2690,2,258942,"Data Analyst",2022-01-02,NULL,0,NULL,"Not completed"
2691,1,258943,"Data Scientist",2022-01-02,NULL,0,NULL,"Not completed"
2692,2,258951,"Data Analyst",2022-01-24,NULL,0,NULL,"Not completed"
2693,3,258952,"Business Analyst",2022-01-02,NULL,0,NULL,"Not completed"
2694,1,258954,"Data Scientist",2022-01-02,NULL,0,NULL,"Not completed"
2695,1,258955,"Data Scientist",2022-01-02,NULL,0,NULL,"Not completed"
2696,2,258955,"Data Analyst",2022-01-06,NULL,0,NULL,"Not completed"
2697,1,258961,"Data Scientist",2022-01-02,NULL,0,NULL,"Not completed"
2698,2,258961,"Data Analyst",2022-01-02,NULL,0,NULL,"Not completed"
2699,2,258962,"Data Analyst",2022-01-02,NULL,0,NULL,"Not completed"
2700,2,258965,"Data Analyst",2022-01-02,NULL,0,NULL,"Not completed"
2701,2,258967,"Data Analyst",2022-01-02,NULL,0,NULL,"Not completed"
2702,2,258968,"Data Analyst",2022-01-02,NULL,0,NULL,"Not completed"
2703,1,258971,"Data Scientist",2022-01-02,NULL,0,NULL,"Not completed"
2704,2,258973,"Data Analyst",2022-01-02,NULL,0,NULL,"Not completed"
2705,3,258980,"Business Analyst",2022-01-08,NULL,0,NULL,"Not completed"
2706,2,258984,"Data Analyst",2022-01-07,NULL,0,NULL,"Not completed"
2707,2,258996,"Data Analyst",2022-01-02,NULL,0,NULL,"Not completed"
2708,2,258997,"Data Analyst",2022-01-02,NULL,0,NULL,"Not completed"
2709,2,259000,"Data Analyst",2022-01-02,NULL,0,NULL,"Not completed"
2710,2,259002,"Data Analyst",2022-01-02,NULL,0,NULL,"Not completed"
2711,2,259004,"Data Analyst",2022-01-02,NULL,0,NULL,"Not completed"
2712,2,259007,"Data Analyst",2022-01-02,NULL,0,NULL,"Not completed"
2713,2,259011,"Data Analyst",2022-01-04,NULL,0,NULL,"Not completed"
2714,2,259014,"Data Analyst",2022-01-02,NULL,0,NULL,"Not completed"
2715,2,259019,"Data Analyst",2022-08-30,NULL,0,NULL,"Not completed"
2716,3,259021,"Business Analyst",2022-01-02,NULL,0,NULL,"Not completed"
2717,1,259026,"Data Scientist",2022-01-04,NULL,0,NULL,"Not completed"
2718,1,259028,"Data Scientist",2022-01-02,NULL,0,NULL,"Not completed"
2719,1,259034,"Data Scientist",2022-01-16,NULL,0,NULL,"Not completed"
2720,1,259039,"Data Scientist",2022-01-08,NULL,0,NULL,"Not completed"
2721,2,259043,"Data Analyst",2022-01-03,NULL,0,NULL,"Not completed"
2722,1,259045,"Data Scientist",2022-01-18,NULL,0,NULL,"Not completed"
2723,2,259048,"Data Analyst",2022-01-02,NULL,0,NULL,"Not completed"
2724,2,259051,"Data Analyst",2022-01-02,NULL,0,NULL,"Not completed"
2725,1,259054,"Data Scientist",2022-01-27,NULL,0,NULL,"Not completed"
2726,2,259055,"Data Analyst",2022-01-03,NULL,0,NULL,"Not completed"
2727,1,259056,"Data Scientist",2022-01-03,NULL,0,NULL,"Not completed"
2728,1,259060,"Data Scientist",2022-01-03,NULL,0,NULL,"Not completed"
2729,1,259062,"Data Scientist",2022-01-03,NULL,0,NULL,"Not completed"
2730,2,259069,"Data Analyst",2022-01-03,NULL,0,NULL,"Not completed"
2731,2,259073,"Data Analyst",2022-01-03,NULL,0,NULL,"Not completed"
2732,1,259076,"Data Scientist",2022-01-03,NULL,0,NULL,"Not completed"
2733,3,259078,"Business Analyst",2022-01-03,NULL,0,NULL,"Not completed"
2734,2,259082,"Data Analyst",2022-08-15,NULL,0,NULL,"Not completed"
2735,2,259084,"Data Analyst",2022-01-03,NULL,0,NULL,"Not completed"
2736,2,259089,"Data Analyst",2022-01-03,NULL,0,NULL,"Not completed"
2737,1,259090,"Data Scientist",2022-01-03,NULL,0,NULL,"Not completed"
2738,2,259095,"Data Analyst",2022-01-03,NULL,0,NULL,"Not completed"
2739,1,259099,"Data Scientist",2022-01-03,NULL,0,NULL,"Not completed"
2740,1,259105,"Data Scientist",2022-01-03,NULL,0,NULL,"Not completed"
2741,1,259106,"Data Scientist",2022-03-28,NULL,0,NULL,"Not completed"
2742,1,259108,"Data Scientist",2022-01-27,NULL,0,NULL,"Not completed"
2743,2,259108,"Data Analyst",2022-01-27,NULL,0,NULL,"Not completed"
2744,2,259115,"Data Analyst",2022-01-03,NULL,0,NULL,"Not completed"
2745,2,259116,"Data Analyst",2022-01-03,NULL,0,NULL,"Not completed"
2746,2,259118,"Data Analyst",2022-01-04,NULL,0,NULL,"Not completed"
2747,2,259132,"Data Analyst",2022-02-06,NULL,0,NULL,"Not completed"
2748,2,259134,"Data Analyst",2022-01-03,NULL,0,NULL,"Not completed"
2749,2,259136,"Data Analyst",2022-01-03,NULL,0,NULL,"Not completed"
2750,2,259141,"Data Analyst",2022-01-03,NULL,0,NULL,"Not completed"
2751,2,259144,"Data Analyst",2022-01-03,NULL,0,NULL,"Not completed"
2752,1,259150,"Data Scientist",2022-01-03,NULL,0,NULL,"Not completed"
2753,1,259154,"Data Scientist",2022-01-03,NULL,0,NULL,"Not completed"
2754,1,259155,"Data Scientist",2022-01-03,NULL,0,NULL,"Not completed"
2755,1,259160,"Data Scientist",2022-01-04,NULL,0,NULL,"Not completed"
2756,3,259160,"Business Analyst",2022-04-14,NULL,0,NULL,"Not completed"
2757,1,259161,"Data Scientist",2022-01-03,NULL,0,NULL,"Not completed"
2758,2,259163,"Data Analyst",2022-01-03,NULL,0,NULL,"Not completed"
2759,2,259169,"Data Analyst",2022-01-04,NULL,0,NULL,"Not completed"
2760,2,259170,"Data Analyst",2022-01-04,NULL,0,NULL,"Not completed"
2761,2,259171,"Data Analyst",2022-01-04,NULL,0,NULL,"Not completed"
2762,2,259172,"Data Analyst",2022-01-04,NULL,0,NULL,"Not completed"
2763,2,259173,"Data Analyst",2022-01-04,NULL,0,NULL,"Not completed"
2764,2,259174,"Data Analyst",2022-01-08,NULL,0,NULL,"Not completed"
2765,2,259178,"Data Analyst",2022-06-18,NULL,0,NULL,"Not completed"
2766,1,259179,"Data Scientist",2022-01-04,NULL,0,NULL,"Not completed"
2767,2,259182,"Data Analyst",2022-07-28,NULL,0,NULL,"Not completed"
2768,1,259186,"Data Scientist",2022-01-04,NULL,0,NULL,"Not completed"
2769,2,259187,"Data Analyst",2022-01-07,NULL,0,NULL,"Not completed"
2770,2,259207,"Data Analyst",2022-01-28,NULL,0,NULL,"Not completed"
2771,2,259209,"Data Analyst",2022-01-04,NULL,0,NULL,"Not completed"
2772,2,259217,"Data Analyst",2022-01-04,NULL,0,NULL,"Not completed"
2773,2,259218,"Data Analyst",2022-01-04,NULL,0,NULL,"Not completed"
2774,1,259221,"Data Scientist",2022-01-04,NULL,0,NULL,"Not completed"
2775,3,259221,"Business Analyst",2022-01-04,NULL,0,NULL,"Not completed"
2776,2,259231,"Data Analyst",2022-01-04,NULL,0,NULL,"Not completed"
2777,1,259238,"Data Scientist",2022-01-04,NULL,0,NULL,"Not completed"
2778,2,259239,"Data Analyst",2022-03-26,NULL,0,NULL,"Not completed"
2779,1,259240,"Data Scientist",2022-01-06,NULL,0,NULL,"Not completed"
2780,2,259240,"Data Analyst",2022-01-04,NULL,0,NULL,"Not completed"
2781,2,259242,"Data Analyst",2022-01-04,NULL,0,NULL,"Not completed"
2782,1,259247,"Data Scientist",2022-01-04,NULL,0,NULL,"Not completed"
2783,2,259247,"Data Analyst",2022-01-04,NULL,0,NULL,"Not completed"
2784,1,259254,"Data Scientist",2022-01-04,NULL,0,NULL,"Not completed"
2785,2,259256,"Data Analyst",2022-01-04,NULL,0,NULL,"Not completed"
2786,1,259258,"Data Scientist",2022-01-04,NULL,0,NULL,"Not completed"
2787,1,259260,"Data Scientist",2022-01-08,NULL,0,NULL,"Not completed"
2788,1,259261,"Data Scientist",2022-01-07,NULL,0,NULL,"Not completed"
2789,2,259262,"Data Analyst",2022-01-18,NULL,0,NULL,"Not completed"
2790,2,259266,"Data Analyst",2022-01-04,NULL,0,NULL,"Not completed"
2791,3,259266,"Business Analyst",2022-01-04,NULL,0,NULL,"Not completed"
2792,1,259267,"Data Scientist",2022-01-04,NULL,0,NULL,"Not completed"
2793,3,259268,"Business Analyst",2022-01-04,NULL,0,NULL,"Not completed"
2794,1,259273,"Data Scientist",2022-01-04,NULL,0,NULL,"Not completed"
2795,1,259276,"Data Scientist",2022-02-17,NULL,0,NULL,"Not completed"
2796,2,259276,"Data Analyst",2022-01-04,NULL,0,NULL,"Not completed"
2797,1,259278,"Data Scientist",2022-01-04,NULL,0,NULL,"Not completed"
2798,2,259278,"Data Analyst",2022-01-04,NULL,0,NULL,"Not completed"
2799,3,259278,"Business Analyst",2022-01-04,NULL,0,NULL,"Not completed"
2800,1,259283,"Data Scientist",2022-01-04,NULL,0,NULL,"Not completed"
2801,2,259284,"Data Analyst",2022-01-05,NULL,0,NULL,"Not completed"
2802,2,259291,"Data Analyst",2022-01-04,NULL,0,NULL,"Not completed"
2803,2,259304,"Data Analyst",2022-01-05,NULL,0,NULL,"Not completed"
2804,1,259305,"Data Scientist",2022-01-05,NULL,0,NULL,"Not completed"
2805,1,259316,"Data Scientist",2022-01-05,NULL,0,NULL,"Not completed"
2806,3,259328,"Business Analyst",2022-01-05,NULL,0,NULL,"Not completed"
2807,2,259333,"Data Analyst",2022-01-05,NULL,0,NULL,"Not completed"
2808,2,259334,"Data Analyst",2022-01-05,NULL,0,NULL,"Not completed"
2809,2,259343,"Data Analyst",2022-01-18,NULL,0,NULL,"Not completed"
2810,2,259353,"Data Analyst",2022-01-15,NULL,0,NULL,"Not completed"
2811,2,259354,"Data Analyst",2022-01-05,NULL,0,NULL,"Not completed"
2812,3,259354,"Business Analyst",2022-01-05,NULL,0,NULL,"Not completed"
2813,1,259355,"Data Scientist",2022-01-05,NULL,0,NULL,"Not completed"
2814,2,259358,"Data Analyst",2022-01-05,NULL,0,NULL,"Not completed"
2815,2,259359,"Data Analyst",2022-01-05,NULL,0,NULL,"Not completed"
2816,1,259361,"Data Scientist",2022-07-28,NULL,0,NULL,"Not completed"
2817,2,259364,"Data Analyst",2022-01-15,NULL,0,NULL,"Not completed"
2818,3,259364,"Business Analyst",2022-01-15,NULL,0,NULL,"Not completed"
2819,1,259365,"Data Scientist",2022-01-05,NULL,0,NULL,"Not completed"
2820,2,259381,"Data Analyst",2022-01-05,NULL,0,NULL,"Not completed"
2821,1,259383,"Data Scientist",2022-01-05,NULL,0,NULL,"Not completed"
2822,2,259383,"Data Analyst",2022-01-05,NULL,0,NULL,"Not completed"
2823,2,259388,"Data Analyst",2022-01-05,NULL,0,NULL,"Not completed"
2824,2,259400,"Data Analyst",2022-01-12,NULL,0,NULL,"Not completed"
2825,2,259402,"Data Analyst",2022-03-13,NULL,0,NULL,"Not completed"
2826,3,259402,"Business Analyst",2022-03-13,NULL,0,NULL,"Not completed"
2827,1,259418,"Data Scientist",2022-01-28,NULL,0,NULL,"Not completed"
2828,1,259438,"Data Scientist",2022-01-06,NULL,0,NULL,"Not completed"
2829,2,259445,"Data Analyst",2022-01-06,NULL,0,NULL,"Not completed"
2830,2,259447,"Data Analyst",2022-01-06,NULL,0,NULL,"Not completed"
2831,3,259447,"Business Analyst",2022-01-06,NULL,0,NULL,"Not completed"
2832,2,259449,"Data Analyst",2022-01-06,NULL,0,NULL,"Not completed"
2833,2,259451,"Data Analyst",2022-01-10,NULL,0,NULL,"Not completed"
2834,1,259452,"Data Scientist",2022-01-06,NULL,0,NULL,"Not completed"
2835,2,259452,"Data Analyst",2022-01-06,NULL,0,NULL,"Not completed"
2836,2,259454,"Data Analyst",2022-07-07,NULL,0,NULL,"Not completed"
2837,3,259465,"Business Analyst",2022-01-06,NULL,0,NULL,"Not completed"
2838,1,259480,"Data Scientist",2022-01-06,NULL,0,NULL,"Not completed"
2839,1,259482,"Data Scientist",2022-01-08,NULL,0,NULL,"Not completed"
2840,1,259483,"Data Scientist",2022-01-26,NULL,0,NULL,"Not completed"
2841,1,259485,"Data Scientist",2022-01-06,NULL,0,NULL,"Not completed"
2842,1,259486,"Data Scientist",2022-01-06,NULL,0,NULL,"Not completed"
2843,1,259491,"Data Scientist",2022-01-06,NULL,0,NULL,"Not completed"
2844,1,259494,"Data Scientist",2022-02-01,NULL,0,NULL,"Not completed"
2845,2,259501,"Data Analyst",2022-01-06,NULL,0,NULL,"Not completed"
2846,1,259504,"Data Scientist",2022-01-06,NULL,0,NULL,"Not completed"
2847,2,259507,"Data Analyst",2022-01-25,NULL,0,NULL,"Not completed"
2848,2,259508,"Data Analyst",2022-01-06,NULL,0,NULL,"Not completed"
2849,1,259510,"Data Scientist",2022-01-07,NULL,0,NULL,"Not completed"
2850,2,259510,"Data Analyst",2022-02-09,NULL,0,NULL,"Not completed"
2851,2,259523,"Data Analyst",2022-01-06,NULL,0,NULL,"Not completed"
2852,1,259524,"Data Scientist",2022-05-28,NULL,0,NULL,"Not completed"
2853,2,259524,"Data Analyst",2022-01-26,NULL,0,NULL,"Not completed"
2854,1,259527,"Data Scientist",2022-02-09,NULL,0,NULL,"Not completed"
2855,1,259531,"Data Scientist",2022-01-08,NULL,0,NULL,"Not completed"
2856,3,259533,"Business Analyst",2022-01-06,NULL,0,NULL,"Not completed"
2857,1,259537,"Data Scientist",2022-01-06,NULL,0,NULL,"Not completed"
2858,1,259541,"Data Scientist",2022-01-07,NULL,0,NULL,"Not completed"
2859,2,259543,"Data Analyst",2022-01-07,NULL,0,NULL,"Not completed"
2860,1,259545,"Data Scientist",2022-01-08,NULL,0,NULL,"Not completed"
2861,2,259545,"Data Analyst",2022-01-08,NULL,0,NULL,"Not completed"
2862,2,259546,"Data Analyst",2022-01-07,NULL,0,NULL,"Not completed"
2863,1,259547,"Data Scientist",2022-01-07,NULL,0,NULL,"Not completed"
2864,3,259548,"Business Analyst",2022-01-07,NULL,0,NULL,"Not completed"
2865,1,259549,"Data Scientist",2022-01-08,NULL,0,NULL,"Not completed"
2866,2,259550,"Data Analyst",2022-01-07,NULL,0,NULL,"Not completed"
2867,2,259551,"Data Analyst",2022-01-07,NULL,0,NULL,"Not completed"
2868,2,259556,"Data Analyst",2022-01-07,NULL,0,NULL,"Not completed"
2869,1,259561,"Data Scientist",2022-01-07,NULL,0,NULL,"Not completed"
2870,2,259564,"Data Analyst",2022-01-07,NULL,0,NULL,"Not completed"
2871,2,259568,"Data Analyst",2022-01-07,NULL,0,NULL,"Not completed"
2872,2,259573,"Data Analyst",2022-01-07,NULL,0,NULL,"Not completed"
2873,2,259575,"Data Analyst",2022-01-14,NULL,0,NULL,"Not completed"
2874,2,259577,"Data Analyst",2022-01-07,NULL,0,NULL,"Not completed"
2875,2,259579,"Data Analyst",2022-01-07,NULL,0,NULL,"Not completed"
2876,3,259581,"Business Analyst",2022-01-07,NULL,0,NULL,"Not completed"
2877,2,259591,"Data Analyst",2022-01-07,NULL,0,NULL,"Not completed"
2878,2,259592,"Data Analyst",2022-01-07,NULL,0,NULL,"Not completed"
2879,2,259595,"Data Analyst",2022-01-07,NULL,0,NULL,"Not completed"
2880,2,259598,"Data Analyst",2022-01-07,NULL,0,NULL,"Not completed"
2881,2,259602,"Data Analyst",2022-01-07,NULL,0,NULL,"Not completed"
2882,2,259606,"Data Analyst",2022-01-07,NULL,0,NULL,"Not completed"
2883,1,259610,"Data Scientist",2022-01-07,NULL,0,NULL,"Not completed"
2884,2,259615,"Data Analyst",2022-01-07,NULL,0,NULL,"Not completed"
2885,1,259617,"Data Scientist",2022-01-07,NULL,0,NULL,"Not completed"
2886,1,259620,"Data Scientist",2022-01-28,NULL,0,NULL,"Not completed"
2887,2,259620,"Data Analyst",2022-01-31,NULL,0,NULL,"Not completed"
2888,3,259620,"Business Analyst",2022-01-31,NULL,0,NULL,"Not completed"
2889,1,259624,"Data Scientist",2022-01-07,NULL,0,NULL,"Not completed"
2890,2,259636,"Data Analyst",2022-01-07,NULL,0,NULL,"Not completed"
2891,2,259646,"Data Analyst",2022-01-07,NULL,0,NULL,"Not completed"
2892,3,259646,"Business Analyst",2022-01-07,NULL,0,NULL,"Not completed"
2893,2,259649,"Data Analyst",2022-02-02,NULL,0,NULL,"Not completed"
2894,2,259654,"Data Analyst",2022-01-08,NULL,0,NULL,"Not completed"
2895,1,259655,"Data Scientist",2022-01-07,NULL,0,NULL,"Not completed"
2896,1,259657,"Data Scientist",2022-05-08,NULL,0,NULL,"Not completed"
2897,2,259660,"Data Analyst",2022-01-08,NULL,0,NULL,"Not completed"
2898,2,259663,"Data Analyst",2022-01-08,NULL,0,NULL,"Not completed"
2899,3,259664,"Business Analyst",2022-01-10,NULL,0,NULL,"Not completed"
2900,2,259678,"Data Analyst",2022-01-08,NULL,0,NULL,"Not completed"
2901,2,259682,"Data Analyst",2022-01-08,NULL,0,NULL,"Not completed"
2902,2,259684,"Data Analyst",2022-02-12,NULL,0,NULL,"Not completed"
2903,1,259690,"Data Scientist",2022-01-08,NULL,0,NULL,"Not completed"
2904,2,259690,"Data Analyst",2022-01-08,NULL,0,NULL,"Not completed"
2905,3,259690,"Business Analyst",2022-01-08,NULL,0,NULL,"Not completed"
2906,2,259695,"Data Analyst",2022-01-08,NULL,0,NULL,"Not completed"
2907,2,259696,"Data Analyst",2022-01-08,NULL,0,NULL,"Not completed"
2908,2,259698,"Data Analyst",2022-01-08,NULL,0,NULL,"Not completed"
2909,1,259702,"Data Scientist",2022-01-08,NULL,0,NULL,"Not completed"
2910,3,259704,"Business Analyst",2022-01-08,NULL,0,NULL,"Not completed"
2911,2,259706,"Data Analyst",2022-01-08,NULL,0,NULL,"Not completed"
2912,1,259707,"Data Scientist",2022-01-08,NULL,0,NULL,"Not completed"
2913,3,259712,"Business Analyst",2022-01-08,NULL,0,NULL,"Not completed"
2914,2,259718,"Data Analyst",2022-01-08,NULL,0,NULL,"Not completed"
2915,2,259722,"Data Analyst",2022-01-08,NULL,0,NULL,"Not completed"
2916,1,259737,"Data Scientist",2022-01-08,NULL,0,NULL,"Not completed"
2917,2,259739,"Data Analyst",2022-01-08,NULL,0,NULL,"Not completed"
2918,3,259753,"Business Analyst",2022-01-08,NULL,0,NULL,"Not completed"
2919,1,259756,"Data Scientist",2022-01-08,NULL,0,NULL,"Not completed"
2920,2,259756,"Data Analyst",2022-01-25,NULL,0,NULL,"Not completed"
2921,2,259759,"Data Analyst",2022-01-09,NULL,0,NULL,"Not completed"
2922,2,259761,"Data Analyst",2022-01-17,NULL,0,NULL,"Not completed"
2923,3,259761,"Business Analyst",2022-06-29,NULL,0,NULL,"Not completed"
2924,1,259764,"Data Scientist",2022-07-19,NULL,0,NULL,"Not completed"
2925,2,259764,"Data Analyst",2022-07-19,NULL,0,NULL,"Not completed"
2926,2,259767,"Data Analyst",2022-01-09,NULL,0,NULL,"Not completed"
2927,1,259777,"Data Scientist",2022-01-10,NULL,0,NULL,"Not completed"
2928,1,259781,"Data Scientist",2022-01-09,NULL,0,NULL,"Not completed"
2929,2,259781,"Data Analyst",2022-01-09,NULL,0,NULL,"Not completed"
2930,2,259787,"Data Analyst",2022-01-09,NULL,0,NULL,"Not completed"
2931,2,259789,"Data Analyst",2022-09-20,NULL,0,NULL,"Not completed"
2932,3,259789,"Business Analyst",2022-09-20,NULL,0,NULL,"Not completed"
2933,2,259791,"Data Analyst",2022-01-09,NULL,0,NULL,"Not completed"
2934,1,259796,"Data Scientist",2022-01-09,NULL,0,NULL,"Not completed"
2935,2,259800,"Data Analyst",2022-01-09,NULL,0,NULL,"Not completed"
2936,2,259804,"Data Analyst",2022-01-09,NULL,0,NULL,"Not completed"
2937,1,259806,"Data Scientist",2022-01-09,NULL,0,NULL,"Not completed"
2938,2,259809,"Data Analyst",2022-01-09,NULL,0,NULL,"Not completed"
2939,2,259810,"Data Analyst",2022-01-09,NULL,0,NULL,"Not completed"
2940,1,259811,"Data Scientist",2022-01-09,NULL,0,NULL,"Not completed"
2941,1,259812,"Data Scientist",2022-01-09,NULL,0,NULL,"Not completed"
2942,2,259817,"Data Analyst",2022-01-09,NULL,0,NULL,"Not completed"
2943,2,259818,"Data Analyst",2022-01-09,NULL,0,NULL,"Not completed"
2944,2,259823,"Data Analyst",2022-01-09,NULL,0,NULL,"Not completed"
2945,1,259838,"Data Scientist",2022-01-09,NULL,0,NULL,"Not completed"
2946,3,259848,"Business Analyst",2022-01-09,NULL,0,NULL,"Not completed"
2947,1,259851,"Data Scientist",2022-01-09,NULL,0,NULL,"Not completed"
2948,2,259859,"Data Analyst",2022-01-09,NULL,0,NULL,"Not completed"
2949,2,259860,"Data Analyst",2022-05-17,NULL,0,NULL,"Not completed"
2950,3,259860,"Business Analyst",2022-10-03,NULL,0,NULL,"Not completed"
2951,1,259870,"Data Scientist",2022-01-10,NULL,0,NULL,"Not completed"
2952,2,259874,"Data Analyst",2022-01-12,NULL,0,NULL,"Not completed"
2953,2,259875,"Data Analyst",2022-01-10,NULL,0,NULL,"Not completed"
2954,2,259877,"Data Analyst",2022-01-10,NULL,0,NULL,"Not completed"
2955,1,259878,"Data Scientist",2022-01-10,NULL,0,NULL,"Not completed"
2956,1,259882,"Data Scientist",2022-01-10,NULL,0,NULL,"Not completed"
2957,3,259884,"Business Analyst",2022-07-14,NULL,0,NULL,"Not completed"
2958,1,259890,"Data Scientist",2022-01-10,NULL,0,NULL,"Not completed"
2959,2,259890,"Data Analyst",2022-01-10,NULL,0,NULL,"Not completed"
2960,2,259893,"Data Analyst",2022-01-10,NULL,0,NULL,"Not completed"
2961,1,259900,"Data Scientist",2022-01-10,NULL,0,NULL,"Not completed"
2962,3,259909,"Business Analyst",2022-01-10,NULL,0,NULL,"Not completed"
2963,1,259915,"Data Scientist",2022-01-10,NULL,0,NULL,"Not completed"
2964,1,259929,"Data Scientist",2022-01-10,NULL,0,NULL,"Not completed"
2965,1,259930,"Data Scientist",2022-01-10,NULL,0,NULL,"Not completed"
2966,2,259931,"Data Analyst",2022-01-10,NULL,0,NULL,"Not completed"
2967,1,259936,"Data Scientist",2022-01-11,NULL,0,NULL,"Not completed"
2968,2,259936,"Data Analyst",2022-01-10,NULL,0,NULL,"Not completed"
2969,3,259939,"Business Analyst",2022-01-13,NULL,0,NULL,"Not completed"
2970,2,259940,"Data Analyst",2022-09-08,NULL,0,NULL,"Not completed"
2971,1,259952,"Data Scientist",2022-01-24,NULL,0,NULL,"Not completed"
2972,1,259953,"Data Scientist",2022-01-12,NULL,0,NULL,"Not completed"
2973,2,259953,"Data Analyst",2022-01-18,NULL,0,NULL,"Not completed"
2974,1,259959,"Data Scientist",2022-01-10,NULL,0,NULL,"Not completed"
2975,2,259965,"Data Analyst",2022-01-13,NULL,0,NULL,"Not completed"
2976,2,259967,"Data Analyst",2022-02-21,NULL,0,NULL,"Not completed"
2977,1,259969,"Data Scientist",2022-01-10,NULL,0,NULL,"Not completed"
2978,2,259972,"Data Analyst",2022-01-11,NULL,0,NULL,"Not completed"
2979,1,259973,"Data Scientist",2022-01-31,NULL,0,NULL,"Not completed"
2980,2,259973,"Data Analyst",2022-01-12,NULL,0,NULL,"Not completed"
2981,3,259973,"Business Analyst",2022-01-11,NULL,0,NULL,"Not completed"
2982,2,259974,"Data Analyst",2022-01-11,NULL,0,NULL,"Not completed"
2983,2,259975,"Data Analyst",2022-01-11,NULL,0,NULL,"Not completed"
2984,2,259977,"Data Analyst",2022-01-11,NULL,0,NULL,"Not completed"
2985,2,259979,"Data Analyst",2022-01-11,NULL,0,NULL,"Not completed"
2986,2,259982,"Data Analyst",2022-01-11,NULL,0,NULL,"Not completed"
2987,2,259984,"Data Analyst",2022-01-11,NULL,0,NULL,"Not completed"
2988,1,259988,"Data Scientist",2022-01-11,NULL,0,NULL,"Not completed"
2989,1,259990,"Data Scientist",2022-01-11,NULL,0,NULL,"Not completed"
2990,2,259996,"Data Analyst",2022-01-11,NULL,0,NULL,"Not completed"
2991,2,260000,"Data Analyst",2022-01-11,NULL,0,NULL,"Not completed"
2992,2,260015,"Data Analyst",2022-01-11,NULL,0,NULL,"Not completed"
2993,1,260016,"Data Scientist",2022-01-11,NULL,0,NULL,"Not completed"
2994,2,260016,"Data Analyst",2022-01-11,NULL,0,NULL,"Not completed"
2995,1,260024,"Data Scientist",2022-01-19,NULL,0,NULL,"Not completed"
2996,2,260024,"Data Analyst",2022-01-11,NULL,0,NULL,"Not completed"
2997,2,260030,"Data Analyst",2022-01-11,NULL,0,NULL,"Not completed"
2998,1,260033,"Data Scientist",2022-01-11,NULL,0,NULL,"Not completed"
2999,1,260038,"Data Scientist",2022-03-27,NULL,0,NULL,"Not completed"
3000,1,260042,"Data Scientist",2022-01-15,NULL,0,NULL,"Not completed"
3001,2,260042,"Data Analyst",2022-01-16,NULL,0,NULL,"Not completed"
